categories,description,dimensions,name,price,sku,stock,tags,weight
dream eater,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",2 x 2 x 2 cm,Munna,172.00,1674,278,"dream eater, munna, synchronize",51.4 kg
geyser,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",3 x 3 x 3 cm,Simipour,61.00,9367,101,"geyser, gluttony, simipour",63.9 kg
spray,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,2 x 2 x 2 cm,Panpour,52.00,4106,271,"gluttony, panpour, spray",29.8 kg
ember,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",3 x 3 x 3 cm,Simisear,38.00,5199,140,"ember, gluttony, simisear",61.7 kg
leaf-wrapped,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",1 x 1 x 1 cm,Swadloon,107.00,9505,176,"chlorophyll, leaf-wrapped, swadloon",16.1 kg
sewing,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",1 x 1 x 1 cm,Sewaddle,40.00,4022,137,"sewaddle, sewing, swarm",5.5 kg
windveiled,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",2 x 2 x 2 cm,Whimsicott,26.00,6481,30,"prankster, whimsicott, windveiled",14.6 kg
cotton puff,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",1 x 1 x 1 cm,Cottonee,77.00,3946,139,"cotton puff, cottonee, prankster",1.3 kg
megapede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",8 x 8 x 8 cm,Scolipede,153.00,7491,28,"megapede, scolipede, swarm",442 kg
curlipede,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",3 x 3 x 3 cm,Whirlipede,84.00,6342,170,"curlipede, swarm, whirlipede",129 kg
centipede,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",1 x 1 x 1 cm,Venipede,87.00,4582,243,"centipede, swarm, venipede",11.7 kg
nurturing,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,3 x 3 x 3 cm,Leavanny,130.00,5048,203,"leavanny, nurturing, swarm",45.2 kg
karate,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,4 x 4 x 4 cm,Sawk,129.00,6499,95,"inner focus, karate, sawk",112.4 kg
judo,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",4 x 4 x 4 cm,Throh,43.00,3948,195,"guts, judo, throh",122.4 kg
vibration,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,4 x 4 x 4 cm,Seismitoad,90.00,4146,252,"seismitoad, swift swim, vibration",136.7 kg
vibration,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",2 x 2 x 2 cm,Palpitoad,117.00,8017,36,"hydration, palpitoad, vibration",37.5 kg
muscular,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",4 x 4 x 4 cm,Conkeldurr,72.00,3386,251,"conkeldurr, guts, muscular",191.8 kg
muscular,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,3 x 3 x 3 cm,Gurdurr,179.00,8012,105,"gurdurr, guts, muscular",88.2 kg
muscular,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",2 x 2 x 2 cm,Timburr,194.00,2178,150,"guts, muscular, timburr",27.6 kg
hearing,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",3 x 3 x 3 cm,Audino,95.00,5659,109,"audino, healer, hearing",68.3 kg
prototurtle,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",2 x 2 x 2 cm,Tirtouga,60.00,2653,98,"prototurtle, sturdy, tirtouga",36.4 kg
coffin,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,5 x 5 x 5 cm,Cofagrigus,160.00,3040,195,"cofagrigus, coffin, mummy",168.7 kg
spirit,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,1 x 1 x 1 cm,Yamask,171.00,4675,168,"mummy, spirit, yamask",3.3 kg
prototurtle,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",3 x 3 x 3 cm,Carracosta,158.00,9806,11,"carracosta, prototurtle, sturdy",178.6 kg
avianoid,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",4 x 4 x 4 cm,Sigilyph,68.00,3922,181,"avianoid, magic guard, sigilyph",30.9 kg
hoodlum,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,3 x 3 x 3 cm,Scrafty,137.00,2230,152,"hoodlum, scrafty, shed skin",66.1 kg
shedding,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",2 x 2 x 2 cm,Scraggy,112.00,6618,95,"scraggy, shed skin, shedding",26 kg
stone home,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",4 x 4 x 4 cm,Crustle,105.00,5980,293,"crustle, stone home, sturdy",440.9 kg
rock inn,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",1 x 1 x 1 cm,Dwebble,75.00,2996,47,"dwebble, rock inn, sturdy",32 kg
cactus,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",3 x 3 x 3 cm,Maractus,31.00,8956,120,"cactus, chlorophyll, maractus",61.7 kg
zen charm,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",2 x 2 x 2 cm,Darumaka,106.00,2580,96,"darumaka, hustle, zen charm",82.7 kg
intimidation,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",4 x 4 x 4 cm,Krookodile,185.00,2595,188,"intimidate, intimidation, krookodile",212.3 kg
desert croc,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.",3 x 3 x 3 cm,Krokorok,135.00,3317,168,"desert croc, intimidate, krokorok",73.6 kg
desert croc,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,2 x 2 x 2 cm,Sandile,136.00,8011,235,"desert croc, intimidate, sandile",33.5 kg
flowering,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,3 x 3 x 3 cm,Lilligant,137.00,4452,209,"chlorophyll, flowering, lilligant",35.9 kg
bulb,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",1 x 1 x 1 cm,Petilil,118.00,3773,109,"bulb, chlorophyll, petilil",14.6 kg
scarf,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",1 x 1 x 1 cm,Cinccino,154.00,3396,159,"cinccino, cute charm, scarf",16.5 kg
chinchilla,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",1 x 1 x 1 cm,Minccino,79.00,9722,213,"chinchilla, cute charm, minccino",12.8 kg
tricky fox,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",2 x 2 x 2 cm,Zorua,81.00,6103,245,"illusion, tricky fox, zorua",27.6 kg
trash heap,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,6 x 6 x 6 cm,Garbodor,178.00,6031,73,"garbodor, stench, trash heap",236.6 kg
fresh snow,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,1 x 1 x 1 cm,Vanillite,108.00,1774,284,"fresh snow, ice body, vanillite",12.6 kg
white bird,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,4 x 4 x 4 cm,Swanna,36.00,5069,238,"keen eye, swanna, white bird",53.4 kg
water bird,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",1 x 1 x 1 cm,Ducklett,159.00,4228,275,"ducklett, keen eye, water bird",12.1 kg
multiplying,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",3 x 3 x 3 cm,Reuniclus,168.00,1792,193,"magic guard, multiplying, reuniclus",44.3 kg
mitosis,"When their two divided brains think the same thoughts, their psychic power is maximized.",2 x 2 x 2 cm,Duosion,71.00,2453,183,"duosion, magic guard, mitosis",17.6 kg
cell,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,1 x 1 x 1 cm,Solosis,134.00,7460,226,"cell, magic guard, solosis",2.2 kg
astral body,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,4 x 4 x 4 cm,Gothitelle,164.00,1473,52,"astral body, frisk, gothitelle",97 kg
manipulate,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",2 x 2 x 2 cm,Gothorita,189.00,5260,148,"frisk, gothorita, manipulate",39.7 kg
fixation,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",1 x 1 x 1 cm,Gothita,68.00,7024,185,"fixation, frisk, gothita",12.8 kg
trash bag,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,2 x 2 x 2 cm,Trubbish,169.00,3015,229,"stench, trash bag, trubbish",68.3 kg
first bird,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,4 x 4 x 4 cm,Archeops,126.00,1822,181,"archeops, defeatist, first bird",70.5 kg
first bird,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",1 x 1 x 1 cm,Archen,140.00,4705,267,"archen, defeatist, first bird",20.9 kg
gear,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",2 x 2 x 2 cm,Klang,162.00,9991,114,"gear, klang, plus",112.4 kg
gear,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,1 x 1 x 1 cm,Klink,75.00,5294,84,"gear, klink, plus",46.3 kg
thorn pod,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",3 x 3 x 3 cm,Ferrothorn,182.00,5533,74,"ferrothorn, iron barbs, thorn pod",242.5 kg
thorn seed,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,2 x 2 x 2 cm,Ferroseed,81.00,5368,149,"ferroseed, iron barbs, thorn seed",41.4 kg
elespider,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",2 x 2 x 2 cm,Galvantula,57.00,4595,61,"compound eyes, elespider, galvantula",31.5 kg
attaching,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",None,Joltik,59.00,4385,137,"attaching, compound eyes, joltik",1.3 kg
caring,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,3 x 3 x 3 cm,Alomomola,35.00,8864,296,"alomomola, caring, hydration",69.7 kg
floating,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",7 x 7 x 7 cm,Jellicent,114.00,2412,216,"floating, jellicent, water absorb",297.6 kg
floating,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",3 x 3 x 3 cm,Frillish,63.00,5310,32,"floating, frillish, water absorb",72.8 kg
mushroom,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",None,Foongus,129.00,7154,225,"effect spore, foongus, mushroom",2.2 kg
cavalry,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,3 x 3 x 3 cm,Escavalier,189.00,1906,281,"cavalry, escavalier, swarm",72.8 kg
clamping,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,1 x 1 x 1 cm,Karrablast,41.00,9391,296,"clamping, karrablast, shed skin",13 kg
season,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",6 x 6 x 6 cm,Sawsbuck,76.00,6782,299,"chlorophyll, sawsbuck, season",203.9 kg
season,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,2 x 2 x 2 cm,Deerling,141.00,5837,159,"chlorophyll, deerling, season",43 kg
snowstorm,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",4 x 4 x 4 cm,Vanilluxe,89.00,2362,30,"ice body, snowstorm, vanilluxe",126.8 kg
icy snow,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",3 x 3 x 3 cm,Vanillish,93.00,5776,218,"ice body, icy snow, vanillish",90.4 kg
shell out,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",2 x 2 x 2 cm,Accelgor,129.00,7958,124,"accelgor, hydration, shell out",55.8 kg
snail,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,1 x 1 x 1 cm,Shelmet,190.00,8708,131,"hydration, shelmet, snail",17 kg
crystallizing,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",3 x 3 x 3 cm,Cryogonal,72.00,5993,203,"cryogonal, crystallizing, levitate",326.3 kg
freezing,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,8 x 8 x 8 cm,Beartic,28.00,1322,272,"beartic, freezing, snow cloak",573.2 kg
chill,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",1 x 1 x 1 cm,Cubchoo,62.00,3643,45,"chill, cubchoo, snow cloak",18.7 kg
axe jaw,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,5 x 5 x 5 cm,Haxorus,135.00,3951,239,"axe jaw, haxorus, rivalry",232.6 kg
axe jaw,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",3 x 3 x 3 cm,Fraxure,64.00,8993,234,"axe jaw, fraxure, rivalry",79.4 kg
tusk,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",2 x 2 x 2 cm,Axew,123.00,9236,142,"axew, rivalry, tusk",39.7 kg
lamp,It arrives near the moment of death and steals spirit from the body.,2 x 2 x 2 cm,Lampent,157.00,6418,48,"flash fire, lamp, lampent",28.7 kg
candle,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",1 x 1 x 1 cm,Litwick,37.00,7933,76,"candle, flash fire, litwick",6.8 kg
cerebral,It uses psychic power to control an opponent’s brain and tamper with its memories.,3 x 3 x 3 cm,Beheeyem,34.00,7367,68,"beheeyem, cerebral, synchronize",76.1 kg
cerebral,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,1 x 1 x 1 cm,Elgyem,107.00,3449,111,"cerebral, elgyem, synchronize",19.8 kg
elefish,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,6 x 6 x 6 cm,Eelektross,123.00,2066,111,"eelektross, elefish, levitate",177.5 kg
elefish,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",3 x 3 x 3 cm,Eelektrik,198.00,5128,150,"eelektrik, elefish, levitate",48.5 kg
elefish,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",None,Tynamo,82.00,7438,46,"elefish, levitate, tynamo",0.7 kg
gear,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,2 x 2 x 2 cm,Klinklang,178.00,9489,87,"gear, klinklang, plus",178.6 kg
cave,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",5 x 5 x 5 cm,Druddigon,110.00,4185,266,"cave, druddigon, rough skin",306.4 kg
irate,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",2 x 2 x 2 cm,Deino,63.00,8088,40,"deino, hustle, irate",38.1 kg
iron ant,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",1 x 1 x 1 cm,Durant,28.00,2490,272,"durant, iron ant, swarm",72.8 kg
anteater,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",4 x 4 x 4 cm,Heatmor,81.00,5965,299,"anteater, flash fire, heatmor",127.9 kg
bone vulture,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",3 x 3 x 3 cm,Mandibuzz,89.00,7635,296,"big pecks, bone vulture, mandibuzz",87.1 kg
diapered,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,1 x 1 x 1 cm,Vullaby,61.00,8446,16,"big pecks, diapered, vullaby",19.8 kg
valiant,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,4 x 4 x 4 cm,Braviary,83.00,1770,262,"braviary, keen eye, valiant",90.4 kg
eaglet,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",1 x 1 x 1 cm,Rufflet,60.00,8587,194,"eaglet, keen eye, rufflet",23.1 kg
bash buffalo,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5 x 5 x 5 cm,Bouffalant,59.00,5666,201,"bash buffalo, bouffalant, reckless",208.6 kg
sword blade,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,5 x 5 x 5 cm,Bisharp,129.00,8828,255,"bisharp, inner focus, sword blade",154.3 kg
sharp blade,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",1 x 1 x 1 cm,Pawniard,37.00,3172,58,"inner focus, pawniard, sharp blade",22.5 kg
automaton,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,9 x 9 x 9 cm,Golurk,74.00,5196,133,"automaton, golurk, iron fist",727.5 kg
automaton,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,3 x 3 x 3 cm,Golett,89.00,8500,274,"automaton, golett, iron fist",202.8 kg
martial arts,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",4 x 4 x 4 cm,Mienshao,50.00,8121,253,"inner focus, martial arts, mienshao",78.3 kg
martial arts,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",2 x 2 x 2 cm,Mienfoo,197.00,2424,82,"inner focus, martial arts, mienfoo",44.1 kg
trap,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",2 x 2 x 2 cm,Stunfisk,67.00,2448,288,"static, stunfisk, trap",24.3 kg
grassland,Legends say this Pokémon confounded opponents with its swift movements.,6 x 6 x 6 cm,Virizion,156.00,7907,161,"grassland, justified, virizion",440.9 kg
cavern,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",6 x 6 x 6 cm,Terrakion,87.00,1701,136,"cavern, justified, terrakion",573.2 kg
bubble frog,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",1 x 1 x 1 cm,Froakie,38.00,8475,143,"bubble frog, froakie, torrent",15.4 kg
fox,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",4 x 4 x 4 cm,Delphox,170.00,3188,146,"blaze, delphox, fox",86 kg
fox,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",3 x 3 x 3 cm,Braixen,59.00,6617,71,"blaze, braixen, fox",32 kg
fox,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",1 x 1 x 1 cm,Fennekin,123.00,1069,183,"blaze, fennekin, fox",20.7 kg
spiny armor,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5 x 5 x 5 cm,Chesnaught,96.00,5360,145,"chesnaught, overgrow, spiny armor",198.4 kg
spiny armor,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,2 x 2 x 2 cm,Quilladin,161.00,7500,61,"overgrow, quilladin, spiny armor",63.9 kg
spiny nut,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,1 x 1 x 1 cm,Chespin,185.00,2048,267,"chespin, overgrow, spiny nut",19.8 kg
paleozoic,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,4 x 4 x 4 cm,Genesect,173.00,4041,30,"download, genesect, paleozoic",181.9 kg
deep black,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",9 x 9 x 9 cm,Zekrom,135.00,8154,253,"deep black, teravolt, zekrom",760.6 kg
vast white,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",10 x 10 x 10 cm,Reshiram,147.00,6531,235,"reshiram, turboblaze, vast white",727.5 kg
iron will,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,6 x 6 x 6 cm,Cobalion,111.00,5798,94,"cobalion, iron will, justified",551.2 kg
sun,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",5 x 5 x 5 cm,Volcarona,94.00,6817,57,"flame body, sun, volcarona",101.4 kg
brutal,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",5 x 5 x 5 cm,Hydreigon,86.00,9310,299,"brutal, hydreigon, levitate",352.7 kg
hostile,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",4 x 4 x 4 cm,Zweilous,199.00,6661,69,"hostile, hustle, zweilous",110.2 kg
mount,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,5 x 5 x 5 cm,Gogoat,97.00,6039,104,"gogoat, mount, sap sipper",200.6 kg
mount,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",2 x 2 x 2 cm,Skiddo,129.00,5049,271,"mount, sap sipper, skiddo",68.3 kg
garden,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",3 x 3 x 3 cm,Florges,93.00,9793,25,"florges, flower veil, garden",22 kg
single bloom,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",None,Floette,149.00,4585,270,"floette, flower veil, single bloom",2 kg
single bloom,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",None,Flabebe,79.00,1253,24,"flabebe, flower veil, single bloom",0.2 kg
royal,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",4 x 4 x 4 cm,Pyroar,127.00,5896,38,"pyroar, rivalry, royal",179.7 kg
lion cub,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,2 x 2 x 2 cm,Litleo,34.00,5074,288,"lion cub, litleo, rivalry",29.8 kg
scale,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,3 x 3 x 3 cm,Vivillon,177.00,9125,208,"scale, shield dust, vivillon",37.5 kg
scatterdust,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",1 x 1 x 1 cm,Spewpa,155.00,2784,168,"scatterdust, shed skin, spewpa",18.5 kg
scatterdust,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",1 x 1 x 1 cm,Scatterbug,40.00,5928,50,"scatterbug, scatterdust, shield dust",5.5 kg
scorching,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",3 x 3 x 3 cm,Talonflame,84.00,6530,205,"flame body, scorching, talonflame",54 kg
ember,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",2 x 2 x 2 cm,Fletchinder,147.00,9413,36,"ember, flame body, fletchinder",35.3 kg
tiny robin,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",1 x 1 x 1 cm,Fletchling,43.00,6897,127,"big pecks, fletchling, tiny robin",3.7 kg
digging,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1 x 1 x 1 cm,Bunnelby,66.00,1862,194,"bunnelby, digging, pickup",11 kg
ninja,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",4 x 4 x 4 cm,Greninja,42.00,1004,213,"greninja, ninja, torrent",88.2 kg
bubble frog,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",2 x 2 x 2 cm,Frogadier,125.00,4488,58,"bubble frog, frogadier, torrent",24 kg
water gun,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",1 x 1 x 1 cm,Clauncher,29.00,3133,152,"clauncher, mega launcher, water gun",18.3 kg
mock kelp,"Tales are told of ships that wander into seas where Dragalge live, never to return.",5 x 5 x 5 cm,Dragalge,151.00,8707,254,"dragalge, mock kelp, poison point",179.7 kg
mock kelp,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,1 x 1 x 1 cm,Skrelp,63.00,4439,184,"mock kelp, poison point, skrelp",16.1 kg
collective,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",4 x 4 x 4 cm,Barbaracle,165.00,2186,123,"barbaracle, collective, sniper",211.6 kg
two-handed,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",1 x 1 x 1 cm,Binacle,102.00,2430,143,"binacle, sniper, two-handed",68.3 kg
overturning,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",4 x 4 x 4 cm,Malamar,58.00,8034,294,"malamar, overturning, suction cups",103.6 kg
revolving,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",1 x 1 x 1 cm,Inkay,38.00,5522,167,"inkay, revolving, suction cups",7.7 kg
meringue,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",2 x 2 x 2 cm,Slurpuff,66.00,1013,262,"meringue, slurpuff, sweet veil",11 kg
cotton candy,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",1 x 1 x 1 cm,Swirlix,90.00,1694,129,"cotton candy, sweet veil, swirlix",7.7 kg
fragrance,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",2 x 2 x 2 cm,Aromatisse,194.00,7781,198,"aromatisse, fragrance, healer",34.2 kg
perfume,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",None,Spritzee,58.00,7207,241,"healer, perfume, spritzee",1.1 kg
sword,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",2 x 2 x 2 cm,Doublade,164.00,3642,144,"doublade, no guard, sword",9.9 kg
sword,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",2 x 2 x 2 cm,Honedge,101.00,2418,101,"honedge, no guard, sword",4.4 kg
restraint,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",1 x 1 x 1 cm,Espurr,149.00,6882,169,"espurr, keen eye, restraint",7.7 kg
poodle,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",3 x 3 x 3 cm,Furfrou,165.00,6858,180,"fur coat, furfrou, poodle",61.7 kg
daunting,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",6 x 6 x 6 cm,Pangoro,76.00,3178,271,"daunting, iron fist, pangoro",299.8 kg
elder tree,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",4 x 4 x 4 cm,Trevenant,53.00,3436,167,"elder tree, natural cure, trevenant",156.5 kg
key ring,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",None,Klefki,179.00,2856,30,"key ring, klefki, prankster",6.6 kg
dragon,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,6 x 6 x 6 cm,Goodra,192.00,1614,185,"dragon, goodra, hydration",331.8 kg
soft tissue,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",2 x 2 x 2 cm,Sliggoo,109.00,8675,232,"hydration, sliggoo, soft tissue",38.6 kg
soft tissue,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,1 x 1 x 1 cm,Goomy,110.00,3506,122,"goomy, hydration, soft tissue",6.2 kg
